"id","client_id","hitdatetime","action","payment_amount"
948,368264,2021-02-15 00:29:47.000,make-payment,2560.73
949,807449,2021-07-10 21:39:36.000,open-paystation,0.00
950,807449,2021-07-10 21:42:10.000,choose-method,0.00
951,807449,2021-07-10 21:43:24.000,accept-method,0.00
952,807449,2021-07-10 21:45:06.000,make-payment,1189.50
953,807449,2021-07-13 13:19:20.000,open-paystation,0.00
954,807449,2021-07-13 13:22:50.000,choose-method,0.00
955,807449,2021-07-13 13:25:07.000,accept-method,0.00
956,807449,2021-07-13 13:26:10.000,make-payment,2518.67
957,667827,2021-10-12 17:13:11.000,open-paystation,0.00
958,667827,2021-10-12 17:16:07.000,choose-method,0.00
959,667827,2021-10-12 17:18:20.000,accept-method,0.00
960,667827,2021-10-12 17:21:22.000,reject-payment,1511.65
961,156789,2021-11-26 03:26:09.000,open-paystation,0.00
962,156789,2021-11-26 03:29:27.000,choose-method,0.00
963,156789,2021-11-26 03:31:10.000,accept-method,0.00
964,156789,2021-11-26 03:33:34.000,make-payment,2888.01
965,156789,2021-12-03 13:01:06.000,open-paystation,0.00
966,156789,2021-12-03 13:03:14.000,choose-method,0.00
967,156789,2021-12-03 13:04:57.000,accept-method,0.00
968,156789,2021-12-03 13:07:08.000,make-payment,1591.31
969,156789,2021-12-08 05:09:52.000,open-paystation,0.00
970,156789,2021-12-08 05:14:17.000,choose-method,0.00
971,156789,2021-12-08 05:17:16.000,accept-method,0.00
972,156789,2021-12-08 05:20:43.000,make-payment,1865.21
973,156789,2021-12-26 21:45:18.000,open-paystation,0.00
974,156789,2021-12-26 21:48:01.000,choose-method,0.00
975,156789,2021-12-26 21:50:30.000,accept-method,0.00
976,156789,2021-12-26 21:53:01.000,make-payment,2767.00
977,330628,2021-06-25 17:51:51.000,open-paystation,0.00
978,330628,2021-06-25 17:56:23.000,choose-method,0.00
979,330628,2021-06-25 17:59:22.000,accept-method,0.00
980,330628,2021-06-25 18:03:58.000,reject-payment,2039.87
981,620484,2021-12-07 13:46:59.000,open-paystation,0.00
982,620484,2021-12-07 13:50:47.000,choose-method,0.00
983,620484,2021-12-07 13:52:08.000,accept-method,0.00
984,620484,2021-12-07 13:55:58.000,reject-payment,2521.46
985,620484,2021-12-21 06:34:48.000,open-paystation,0.00
986,620484,2021-12-21 06:39:11.000,choose-method,0.00
987,620484,2021-12-21 06:42:07.000,accept-method,0.00
988,620484,2021-12-21 06:46:38.000,make-payment,2740.09
989,620484,2021-12-26 02:00:34.000,open-paystation,0.00
990,620484,2021-12-26 02:03:26.000,choose-method,0.00
991,620484,2021-12-26 02:06:06.000,accept-method,0.00
992,620484,2021-12-26 02:10:11.000,make-payment,959.14
993,661332,2021-07-08 04:44:38.000,open-paystation,0.00
994,661332,2021-07-08 04:49:20.000,choose-method,0.00
995,661332,2021-07-08 04:50:46.000,accept-method,0.00
996,661332,2021-07-08 04:52:02.000,make-payment,1432.11
997,661332,2021-07-10 05:37:31.000,open-paystation,0.00
998,661332,2021-07-10 05:39:42.000,choose-method,0.00
999,661332,2021-07-10 05:41:00.000,accept-method,0.00
1000,661332,2021-07-10 05:42:25.000,make-payment,2327.75
1001,741212,2021-07-16 07:02:37.000,open-paystation,0.00
1002,741212,2021-07-16 07:06:24.000,choose-method,0.00
1003,741212,2021-07-16 07:08:01.000,accept-method,0.00
1004,741212,2021-07-16 07:10:53.000,make-payment,2228.62
1005,741212,2021-07-23 23:10:53.000,open-paystation,0.00
1006,741212,2021-07-23 23:15:09.000,choose-method,0.00
1007,741212,2021-07-23 23:17:36.000,accept-method,0.00
1008,741212,2021-07-23 23:19:48.000,make-payment,2467.64
1009,741212,2021-08-21 10:32:36.000,open-paystation,0.00
1010,741212,2021-08-21 10:36:54.000,choose-method,0.00
1011,741212,2021-08-21 10:38:19.000,accept-method,0.00
1012,741212,2021-08-21 10:41:37.000,reject-payment,2389.12
1013,515537,2021-09-01 18:43:40.000,open-paystation,0.00
1014,515537,2021-09-01 18:46:03.000,choose-method,0.00
1015,515537,2021-09-01 18:48:26.000,accept-method,0.00
1016,515537,2021-09-01 18:53:10.000,make-payment,2339.09
1017,515537,2021-09-07 20:27:53.000,open-paystation,0.00
1018,515537,2021-09-07 20:31:35.000,choose-method,0.00
1019,515537,2021-09-07 20:32:53.000,accept-method,0.00
1020,515537,2021-09-07 20:34:01.000,reject-payment,794.69
1021,515537,2021-09-13 07:40:20.000,open-paystation,0.00
1022,515537,2021-09-13 07:45:18.000,choose-method,0.00
1023,515537,2021-09-13 07:47:58.000,accept-method,0.00
1024,515537,2021-09-13 07:49:29.000,make-payment,2645.08
1025,804372,2021-11-01 03:58:42.000,open-paystation,0.00
1026,804372,2021-11-01 04:02:33.000,choose-method,0.00
1027,804372,2021-11-01 04:04:39.000,accept-method,0.00
1028,804372,2021-11-01 04:09:05.000,make-payment,620.64
1029,475086,2022-01-09 12:14:17.000,open-paystation,0.00
1030,475086,2022-01-09 12:18:40.000,choose-method,0.00
1031,475086,2022-01-09 12:21:20.000,accept-method,0.00
1032,475086,2022-01-09 12:24:31.000,make-payment,1218.31
1033,341005,2021-11-09 08:28:22.000,open-paystation,0.00
1034,341005,2021-11-09 08:31:02.000,choose-method,0.00
1035,341005,2021-11-09 08:33:21.000,accept-method,0.00
1036,341005,2021-11-09 08:36:08.000,make-payment,987.16
1037,341005,2021-11-28 15:32:37.000,open-paystation,0.00
1038,341005,2021-11-28 15:36:53.000,choose-method,0.00
1039,341005,2021-11-28 15:38:11.000,accept-method,0.00
1040,341005,2021-11-28 15:40:38.000,reject-payment,2588.45
1041,875234,2021-04-20 12:32:28.000,open-paystation,0.00
1042,875234,2021-04-20 12:36:26.000,choose-method,0.00
1043,875234,2021-04-20 12:37:41.000,accept-method,0.00
1044,875234,2021-04-20 12:39:31.000,make-payment,2532.91
1045,446969,2021-12-20 12:03:19.000,open-paystation,0.00
1046,446969,2021-12-20 12:05:45.000,choose-method,0.00
1047,446969,2021-12-20 12:06:54.000,accept-method,0.00
1048,446969,2021-12-20 12:07:58.000,make-payment,636.16
1049,446969,2021-12-25 00:21:54.000,open-paystation,0.00
1050,446969,2021-12-25 00:25:02.000,choose-method,0.00
1051,446969,2021-12-25 00:26:53.000,accept-method,0.00
1052,446969,2021-12-25 00:30:23.000,reject-payment,645.57
1053,446969,2022-01-06 16:39:15.000,open-paystation,0.00
1054,446969,2022-01-06 16:42:20.000,choose-method,0.00
1055,446969,2022-01-06 16:44:57.000,accept-method,0.00
1056,446969,2022-01-06 16:46:31.000,make-payment,1458.81
1057,446969,2022-01-08 15:44:13.000,open-paystation,0.00
1058,446969,2022-01-08 15:47:00.000,choose-method,0.00
1059,446969,2022-01-08 15:49:18.000,accept-method,0.00
1060,446969,2022-01-08 15:51:52.000,reject-payment,599.35
1061,632903,2021-08-11 11:40:29.000,open-paystation,0.00
1062,632903,2021-08-11 11:44:20.000,choose-method,0.00
1063,632903,2021-08-11 11:45:49.000,accept-method,0.00
1064,632903,2021-08-11 11:49:40.000,reject-payment,113.76
1065,632903,2021-08-19 19:12:41.000,open-paystation,0.00
1066,632903,2021-08-19 19:15:26.000,choose-method,0.00
1067,632903,2021-08-19 19:16:29.000,accept-method,0.00
1068,632903,2021-08-19 19:18:14.000,make-payment,1422.68
1069,632903,2021-08-23 19:25:01.000,open-paystation,0.00
1070,632903,2021-08-23 19:27:15.000,choose-method,0.00
1071,632903,2021-08-23 19:28:47.000,accept-method,0.00
1072,632903,2021-08-23 19:30:53.000,reject-payment,1428.89
1073,905075,2021-09-17 18:16:05.000,open-paystation,0.00
1074,905075,2021-09-17 18:18:59.000,choose-method,0.00
1075,905075,2021-09-17 18:21:23.000,accept-method,0.00
1076,905075,2021-09-17 18:26:20.000,make-payment,2027.33
1077,905075,2021-09-22 11:17:00.000,open-paystation,0.00
1078,905075,2021-09-22 11:20:59.000,choose-method,0.00
1079,905075,2021-09-22 11:22:52.000,accept-method,0.00
1080,905075,2021-09-22 11:26:09.000,make-payment,1592.64
1081,768428,2021-04-25 08:54:04.000,open-paystation,0.00
1082,768428,2021-04-25 08:57:28.000,choose-method,0.00
1083,768428,2021-04-25 08:58:37.000,accept-method,0.00
1084,768428,2021-04-25 09:02:53.000,make-payment,1398.80
1085,305487,2021-11-14 10:50:27.000,open-paystation,0.00
1086,305487,2021-11-14 10:54:34.000,choose-method,0.00
1087,305487,2021-11-14 10:56:33.000,accept-method,0.00
1088,305487,2021-11-14 10:58:31.000,make-payment,878.70
1089,305487,2021-11-19 13:31:36.000,open-paystation,0.00
1090,305487,2021-11-19 13:35:59.000,choose-method,0.00
1091,305487,2021-11-19 13:37:50.000,accept-method,0.00
1092,305487,2021-11-19 13:42:41.000,make-payment,1919.10
1093,305487,2021-12-01 18:53:13.000,open-paystation,0.00
1094,305487,2021-12-01 18:55:16.000,choose-method,0.00
1095,305487,2021-12-01 18:57:49.000,accept-method,0.00
1096,305487,2021-12-01 19:00:47.000,make-payment,592.86
1097,445521,2021-09-15 18:16:54.000,open-paystation,0.00
1098,445521,2021-09-15 18:21:18.000,choose-method,0.00
1099,445521,2021-09-15 18:23:23.000,accept-method,0.00
1100,445521,2021-09-15 18:26:11.000,reject-payment,917.55
1101,783372,2021-10-30 07:46:38.000,open-paystation,0.00
1102,783372,2021-10-30 07:49:40.000,choose-method,0.00
1103,783372,2021-10-30 07:52:00.000,accept-method,0.00
1104,783372,2021-10-30 07:54:15.000,make-payment,822.90
1105,783372,2021-11-05 04:42:39.000,open-paystation,0.00
1106,783372,2021-11-05 04:44:55.000,choose-method,0.00
1107,783372,2021-11-05 04:46:06.000,accept-method,0.00
1108,783372,2021-11-05 04:50:59.000,make-payment,1196.48
1109,783372,2021-11-11 09:12:46.000,open-paystation,0.00
1110,783372,2021-11-11 09:15:45.000,choose-method,0.00
1111,783372,2021-11-11 09:17:58.000,accept-method,0.00
1112,783372,2021-11-11 09:19:31.000,reject-payment,1184.25
1113,783372,2021-11-19 01:09:21.000,open-paystation,0.00
1114,783372,2021-11-19 01:11:57.000,choose-method,0.00
1115,783372,2021-11-19 01:14:27.000,accept-method,0.00
1116,783372,2021-11-19 01:17:44.000,reject-payment,2834.27
1117,783372,2021-11-21 12:53:46.000,open-paystation,0.00
1118,783372,2021-11-21 12:57:20.000,choose-method,0.00
1119,783372,2021-11-21 12:58:42.000,accept-method,0.00
1120,783372,2021-11-21 13:01:38.000,make-payment,999.22
1121,168341,2021-01-03 15:17:52.000,open-paystation,0.00
1122,168341,2021-01-03 15:22:20.000,choose-method,0.00
1123,168341,2021-01-03 15:24:22.000,accept-method,0.00
1124,168341,2021-01-03 15:27:04.000,reject-payment,269.29
1125,168341,2021-01-07 07:35:20.000,open-paystation,0.00
1126,168341,2021-01-07 07:39:13.000,choose-method,0.00
1127,168341,2021-01-07 07:41:26.000,accept-method,0.00
1128,168341,2021-01-07 07:44:08.000,make-payment,2104.63
1129,168341,2021-01-10 17:09:08.000,open-paystation,0.00
1130,168341,2021-01-10 17:11:39.000,choose-method,0.00
1131,168341,2021-01-10 17:13:16.000,accept-method,0.00
1132,168341,2021-01-10 17:14:28.000,make-payment,357.71
1133,168341,2021-01-17 00:39:07.000,open-paystation,0.00
1134,168341,2021-01-17 00:43:58.000,choose-method,0.00
1135,168341,2021-01-17 00:45:30.000,accept-method,0.00
1136,168341,2021-01-17 00:46:52.000,make-payment,2646.55
1137,168341,2021-01-18 05:38:36.000,open-paystation,0.00
1138,168341,2021-01-18 05:43:20.000,choose-method,0.00
1139,168341,2021-01-18 05:45:09.000,accept-method,0.00
1140,168341,2021-01-18 05:49:02.000,make-payment,320.68
1141,558778,2021-03-08 17:20:44.000,open-paystation,0.00
1142,558778,2021-03-08 17:25:15.000,choose-method,0.00
1143,558778,2021-03-08 17:27:45.000,accept-method,0.00
1144,558778,2021-03-08 17:32:40.000,reject-payment,2364.14
1145,558778,2021-03-15 12:14:46.000,open-paystation,0.00
1146,558778,2021-03-15 12:18:51.000,choose-method,0.00
1147,558778,2021-03-15 12:19:55.000,accept-method,0.00
1148,558778,2021-03-15 12:24:16.000,reject-payment,2795.11
1149,558778,2021-03-22 05:03:08.000,open-paystation,0.00
1150,558778,2021-03-22 05:07:24.000,choose-method,0.00
1151,558778,2021-03-22 05:10:20.000,accept-method,0.00
1152,558778,2021-03-22 05:13:53.000,reject-payment,2392.61
1153,558778,2021-03-23 20:14:38.000,open-paystation,0.00
1154,558778,2021-03-23 20:18:42.000,choose-method,0.00
1155,558778,2021-03-23 20:20:26.000,accept-method,0.00
1156,558778,2021-03-23 20:25:18.000,make-payment,1776.20
1157,558778,2021-04-04 02:26:04.000,open-paystation,0.00
1158,558778,2021-04-04 02:30:52.000,choose-method,0.00
1159,558778,2021-04-04 02:33:28.000,accept-method,0.00
1160,558778,2021-04-04 02:36:33.000,make-payment,305.66
1161,558778,2021-04-10 23:47:00.000,open-paystation,0.00
1162,558778,2021-04-10 23:50:24.000,choose-method,0.00
1163,558778,2021-04-10 23:52:59.000,accept-method,0.00
1164,558778,2021-04-10 23:54:12.000,make-payment,2831.66
1165,558778,2021-04-13 03:11:06.000,open-paystation,0.00
1166,558778,2021-04-13 03:13:16.000,choose-method,0.00
1167,558778,2021-04-13 03:15:55.000,accept-method,0.00
1168,558778,2021-04-13 03:20:46.000,make-payment,2200.67
1169,378691,2021-08-21 10:31:28.000,open-paystation,0.00
1170,378691,2021-08-21 10:35:47.000,choose-method,0.00
1171,378691,2021-08-21 10:37:14.000,accept-method,0.00
1172,378691,2021-08-21 10:39:21.000,make-payment,2486.03
1173,378691,2021-08-23 06:10:23.000,open-paystation,0.00
1174,378691,2021-08-23 06:13:39.000,choose-method,0.00
1175,378691,2021-08-23 06:15:35.000,accept-method,0.00
1176,378691,2021-08-23 06:19:12.000,make-payment,885.67
1177,378691,2021-08-30 02:02:52.000,open-paystation,0.00
1178,378691,2021-08-30 02:06:43.000,choose-method,0.00
1179,378691,2021-08-30 02:07:53.000,accept-method,0.00
1180,378691,2021-08-30 02:09:06.000,make-payment,2170.37
1181,488795,2021-12-12 16:08:14.000,open-paystation,0.00
1182,488795,2021-12-12 16:11:44.000,choose-method,0.00
1183,488795,2021-12-12 16:14:07.000,accept-method,0.00
1184,488795,2021-12-12 16:16:20.000,make-payment,1907.52
1185,488795,2021-12-27 04:13:35.000,open-paystation,0.00
1186,488795,2021-12-27 04:17:08.000,choose-method,0.00
1187,488795,2021-12-27 04:18:18.000,accept-method,0.00
1188,488795,2021-12-27 04:19:54.000,make-payment,665.67
1189,229215,2021-10-26 23:09:21.000,open-paystation,0.00
1190,229215,2021-10-26 23:13:09.000,choose-method,0.00
1191,229215,2021-10-26 23:14:49.000,accept-method,0.00
1192,229215,2021-10-26 23:19:08.000,make-payment,2196.01
1193,384809,2021-02-04 23:19:58.000,open-paystation,0.00
1194,384809,2021-02-04 23:24:30.000,choose-method,0.00
1195,384809,2021-02-04 23:27:03.000,accept-method,0.00
1196,384809,2021-02-04 23:30:08.000,make-payment,636.09
1197,384809,2021-02-09 18:44:44.000,open-paystation,0.00
1198,384809,2021-02-09 18:47:20.000,choose-method,0.00
1199,384809,2021-02-09 18:48:37.000,accept-method,0.00
1200,384809,2021-02-09 18:50:19.000,reject-payment,1560.95
1201,614870,2021-12-27 17:23:58.000,open-paystation,0.00
1202,614870,2021-12-27 17:26:50.000,choose-method,0.00
1203,614870,2021-12-27 17:28:38.000,accept-method,0.00
1204,614870,2021-12-27 17:30:44.000,make-payment,927.37
1205,669134,2021-10-17 17:18:37.000,open-paystation,0.00
1206,669134,2021-10-17 17:23:34.000,choose-method,0.00
1207,669134,2021-10-17 17:25:21.000,accept-method,0.00
1208,669134,2021-10-17 17:28:08.000,make-payment,105.48
1209,669134,2021-10-22 00:16:26.000,open-paystation,0.00
1210,669134,2021-10-22 00:19:09.000,choose-method,0.00
1211,669134,2021-10-22 00:21:14.000,accept-method,0.00
1212,669134,2021-10-22 00:26:00.000,make-payment,602.55
1213,669134,2021-10-26 13:40:50.000,open-paystation,0.00
1214,669134,2021-10-26 13:42:57.000,choose-method,0.00
1215,669134,2021-10-26 13:45:07.000,accept-method,0.00
1216,669134,2021-10-26 13:48:12.000,make-payment,400.35
1217,319407,2021-05-18 20:29:25.000,open-paystation,0.00
1218,319407,2021-05-18 20:33:57.000,choose-method,0.00
1219,319407,2021-05-18 20:36:49.000,accept-method,0.00
1220,319407,2021-05-18 20:40:15.000,make-payment,1698.69
1221,319407,2021-06-10 23:47:20.000,open-paystation,0.00
1222,319407,2021-06-10 23:49:29.000,choose-method,0.00
1223,319407,2021-06-10 23:52:24.000,accept-method,0.00
1224,319407,2021-06-10 23:54:22.000,reject-payment,2192.37
1225,163779,2021-07-30 13:51:46.000,open-paystation,0.00
1226,163779,2021-07-30 13:56:07.000,choose-method,0.00
1227,163779,2021-07-30 13:59:02.000,accept-method,0.00
1228,163779,2021-07-30 14:03:44.000,reject-payment,1595.79
1229,163779,2021-08-06 09:20:33.000,open-paystation,0.00
1230,163779,2021-08-06 09:24:11.000,choose-method,0.00
1231,163779,2021-08-06 09:26:24.000,accept-method,0.00
1232,163779,2021-08-06 09:28:32.000,make-payment,2529.31
1233,260062,2021-04-15 17:15:45.000,open-paystation,0.00
1234,260062,2021-04-15 17:20:40.000,choose-method,0.00
1235,260062,2021-04-15 17:22:54.000,accept-method,0.00
1236,260062,2021-04-15 17:25:57.000,reject-payment,2977.56
1237,719318,2021-09-29 09:27:11.000,open-paystation,0.00
1238,719318,2021-09-29 09:29:57.000,choose-method,0.00
1239,719318,2021-09-29 09:32:42.000,accept-method,0.00
1240,719318,2021-09-29 09:37:31.000,reject-payment,980.56
1241,719318,2021-10-04 20:22:34.000,open-paystation,0.00
1242,719318,2021-10-04 20:25:55.000,choose-method,0.00
1243,719318,2021-10-04 20:28:53.000,accept-method,0.00
1244,719318,2021-10-04 20:30:17.000,make-payment,1463.76
1245,719318,2021-10-05 20:19:00.000,open-paystation,0.00
1246,719318,2021-10-05 20:23:44.000,choose-method,0.00
1247,719318,2021-10-05 20:25:49.000,accept-method,0.00
1248,719318,2021-10-05 20:29:03.000,make-payment,130.31
1249,719318,2021-10-13 14:54:34.000,open-paystation,0.00
1250,719318,2021-10-13 14:57:55.000,choose-method,0.00
1251,719318,2021-10-13 15:00:01.000,accept-method,0.00
1252,719318,2021-10-13 15:02:24.000,make-payment,1847.95
1253,719318,2021-10-23 22:04:06.000,open-paystation,0.00
1254,719318,2021-10-23 22:08:29.000,choose-method,0.00
1255,719318,2021-10-23 22:10:53.000,accept-method,0.00
1256,719318,2021-10-23 22:15:36.000,make-payment,960.38
1257,819944,2022-01-02 02:58:37.000,open-paystation,0.00
1258,819944,2022-01-02 03:01:41.000,choose-method,0.00
1259,819944,2022-01-02 03:02:54.000,accept-method,0.00
1260,819944,2022-01-02 03:05:21.000,make-payment,644.19
1261,819944,2022-01-11 14:46:59.000,open-paystation,0.00
1262,819944,2022-01-11 14:49:06.000,choose-method,0.00
1263,819944,2022-01-11 14:51:58.000,accept-method,0.00
1264,819944,2022-01-11 14:54:49.000,reject-payment,1357.64
1265,819944,2022-01-15 02:41:02.000,open-paystation,0.00
1266,819944,2022-01-15 02:45:34.000,choose-method,0.00
1267,819944,2022-01-15 02:46:48.000,accept-method,0.00
1268,819944,2022-01-15 02:49:17.000,make-payment,811.26
1269,819944,2022-01-19 16:52:04.000,open-paystation,0.00
1270,819944,2022-01-19 16:54:47.000,choose-method,0.00
1271,819944,2022-01-19 16:57:43.000,accept-method,0.00
1272,819944,2022-01-19 17:00:05.000,make-payment,2935.33
1273,408965,2021-11-08 01:54:27.000,open-paystation,0.00
1274,408965,2021-11-08 01:56:46.000,choose-method,0.00
1275,408965,2021-11-08 01:58:56.000,accept-method,0.00
1276,408965,2021-11-08 02:03:21.000,make-payment,2446.70
1277,408965,2021-11-12 11:16:15.000,open-paystation,0.00
1278,408965,2021-11-12 11:19:27.000,choose-method,0.00
1279,408965,2021-11-12 11:21:07.000,accept-method,0.00
1280,408965,2021-11-12 11:23:18.000,make-payment,2328.99
1281,408965,2021-11-18 11:30:14.000,open-paystation,0.00
1282,408965,2021-11-18 11:34:27.000,choose-method,0.00
1283,408965,2021-11-18 11:37:16.000,accept-method,0.00
1284,408965,2021-11-18 11:38:58.000,reject-payment,890.49
1285,593922,2021-01-26 13:45:36.000,open-paystation,0.00
1286,593922,2021-01-26 13:47:48.000,choose-method,0.00
1287,593922,2021-01-26 13:49:06.000,accept-method,0.00
1288,593922,2021-01-26 13:50:24.000,reject-payment,1432.21
1289,155562,2021-06-25 04:55:39.000,open-paystation,0.00
1290,155562,2021-06-25 04:58:36.000,choose-method,0.00
1291,155562,2021-06-25 05:00:01.000,accept-method,0.00
1292,155562,2021-06-25 05:05:00.000,reject-payment,2528.29
1293,155562,2021-06-28 02:01:57.000,open-paystation,0.00
1294,155562,2021-06-28 02:04:52.000,choose-method,0.00
1295,155562,2021-06-28 02:07:29.000,accept-method,0.00
1296,155562,2021-06-28 02:12:20.000,make-payment,2464.25
1297,155562,2021-07-03 07:48:05.000,open-paystation,0.00
1298,155562,2021-07-03 07:50:08.000,choose-method,0.00
1299,155562,2021-07-03 07:51:57.000,accept-method,0.00
1300,155562,2021-07-03 07:56:22.000,make-payment,1575.47
1301,155562,2021-07-16 14:57:35.000,open-paystation,0.00
1302,155562,2021-07-16 15:00:09.000,choose-method,0.00
1303,155562,2021-07-16 15:01:13.000,accept-method,0.00
1304,155562,2021-07-16 15:03:32.000,make-payment,1126.95
1305,591112,2021-08-07 19:13:26.000,open-paystation,0.00
1306,591112,2021-08-07 19:17:17.000,choose-method,0.00
1307,591112,2021-08-07 19:18:55.000,accept-method,0.00
1308,591112,2021-08-07 19:23:10.000,make-payment,2549.13
1309,591112,2021-08-17 21:58:33.000,open-paystation,0.00
1310,591112,2021-08-17 22:01:49.000,choose-method,0.00
1311,591112,2021-08-17 22:03:57.000,accept-method,0.00
1312,591112,2021-08-17 22:08:44.000,reject-payment,678.59
1313,894877,2021-01-25 05:36:14.000,open-paystation,0.00
1314,894877,2021-01-25 05:40:09.000,choose-method,0.00
1315,894877,2021-01-25 05:41:33.000,accept-method,0.00
1316,894877,2021-01-25 05:43:55.000,make-payment,411.00
1317,434422,2021-08-26 02:54:38.000,open-paystation,0.00
1318,434422,2021-08-26 02:58:43.000,choose-method,0.00
1319,434422,2021-08-26 03:00:37.000,accept-method,0.00
1320,434422,2021-08-26 03:05:29.000,make-payment,1684.42
1321,434422,2021-08-29 19:54:36.000,open-paystation,0.00
1322,434422,2021-08-29 19:58:05.000,choose-method,0.00
1323,434422,2021-08-29 20:00:49.000,accept-method,0.00
1324,434422,2021-08-29 20:05:43.000,make-payment,1954.91
1325,434422,2021-09-10 14:27:21.000,open-paystation,0.00
1326,434422,2021-09-10 14:29:28.000,choose-method,0.00
1327,434422,2021-09-10 14:32:02.000,accept-method,0.00
1328,434422,2021-09-10 14:33:42.000,make-payment,2882.41
1329,434422,2021-09-12 19:01:02.000,open-paystation,0.00
1330,434422,2021-09-12 19:03:48.000,choose-method,0.00
1331,434422,2021-09-12 19:06:16.000,accept-method,0.00
1332,434422,2021-09-12 19:09:30.000,make-payment,1712.73
1333,432692,2021-12-21 02:50:59.000,open-paystation,0.00
1334,432692,2021-12-21 02:54:08.000,choose-method,0.00
1335,432692,2021-12-21 02:55:16.000,accept-method,0.00
1336,432692,2021-12-21 02:58:31.000,make-payment,931.91
1337,432692,2021-12-24 03:43:28.000,open-paystation,0.00
1338,432692,2021-12-24 03:47:18.000,choose-method,0.00
1339,432692,2021-12-24 03:48:21.000,accept-method,0.00
1340,432692,2021-12-24 03:50:33.000,make-payment,2193.22
1341,432692,2021-12-30 19:11:36.000,open-paystation,0.00
1342,432692,2021-12-30 19:14:23.000,choose-method,0.00
1343,432692,2021-12-30 19:16:26.000,accept-method,0.00
1344,432692,2021-12-30 19:20:59.000,reject-payment,124.19
1345,398266,2021-11-26 15:36:28.000,open-paystation,0.00
1346,398266,2021-11-26 15:40:49.000,choose-method,0.00
1347,398266,2021-11-26 15:42:11.000,accept-method,0.00
1348,398266,2021-11-26 15:43:25.000,make-payment,1753.88
1349,912961,2021-10-24 12:42:15.000,open-paystation,0.00
1350,912961,2021-10-24 12:46:48.000,choose-method,0.00
1351,912961,2021-10-24 12:49:15.000,accept-method,0.00
1352,912961,2021-10-24 12:53:35.000,make-payment,694.35
1353,912961,2021-10-25 13:12:57.000,open-paystation,0.00
1354,912961,2021-10-25 13:15:31.000,choose-method,0.00
1355,912961,2021-10-25 13:18:11.000,accept-method,0.00
1356,912961,2021-10-25 13:21:29.000,make-payment,1979.99
1357,912961,2021-10-25 17:37:28.000,open-paystation,0.00
1358,912961,2021-10-25 17:41:05.000,choose-method,0.00
1359,912961,2021-10-25 17:43:46.000,accept-method,0.00
1360,912961,2021-10-25 17:45:41.000,make-payment,1762.52
1361,912961,2021-10-27 18:54:34.000,open-paystation,0.00
1362,912961,2021-10-27 18:59:25.000,choose-method,0.00
1363,912961,2021-10-27 19:00:45.000,accept-method,0.00
1364,912961,2021-10-27 19:01:46.000,make-payment,944.71
1365,101968,2021-05-14 00:40:07.000,open-paystation,0.00
1366,101968,2021-05-14 00:44:47.000,choose-method,0.00
1367,101968,2021-05-14 00:46:44.000,accept-method,0.00
1368,101968,2021-05-14 00:49:10.000,make-payment,263.58
1369,101968,2021-05-16 16:58:03.000,open-paystation,0.00
1370,101968,2021-05-16 17:01:59.000,choose-method,0.00
1371,101968,2021-05-16 17:04:16.000,accept-method,0.00
1372,101968,2021-05-16 17:06:43.000,make-payment,2386.82
1373,101968,2021-05-27 18:29:38.000,open-paystation,0.00
1374,101968,2021-05-27 18:34:29.000,choose-method,0.00
1375,101968,2021-05-27 18:37:24.000,accept-method,0.00
1376,101968,2021-05-27 18:39:49.000,make-payment,1870.38
1377,561292,2021-10-12 05:33:51.000,open-paystation,0.00
1378,561292,2021-10-12 05:36:16.000,choose-method,0.00
1379,561292,2021-10-12 05:38:32.000,accept-method,0.00
1380,561292,2021-10-12 05:41:29.000,make-payment,2586.13
1381,561292,2021-10-16 01:45:03.000,open-paystation,0.00
1382,561292,2021-10-16 01:47:58.000,choose-method,0.00
1383,561292,2021-10-16 01:50:33.000,accept-method,0.00
1384,561292,2021-10-16 01:55:24.000,make-payment,1201.13
1385,910563,2021-04-19 12:57:34.000,open-paystation,0.00
1386,910563,2021-04-19 13:01:14.000,choose-method,0.00
1387,910563,2021-04-19 13:03:05.000,accept-method,0.00
1388,910563,2021-04-19 13:04:38.000,make-payment,831.99
1389,910563,2021-04-19 23:38:15.000,open-paystation,0.00
1390,910563,2021-04-19 23:40:38.000,choose-method,0.00
1391,910563,2021-04-19 23:41:39.000,accept-method,0.00
1392,910563,2021-04-19 23:43:26.000,make-payment,782.58
1393,910563,2021-04-21 21:09:39.000,open-paystation,0.00
1394,910563,2021-04-21 21:13:26.000,choose-method,0.00
1395,910563,2021-04-21 21:14:35.000,accept-method,0.00
1396,910563,2021-04-21 21:16:28.000,make-payment,1140.87
1397,910563,2021-04-24 07:36:37.000,open-paystation,0.00
1398,910563,2021-04-24 07:39:12.000,choose-method,0.00
1399,910563,2021-04-24 07:40:36.000,accept-method,0.00
1400,910563,2021-04-24 07:45:11.000,make-payment,712.07
1401,910563,2021-05-01 04:20:42.000,open-paystation,0.00
1402,910563,2021-05-01 04:23:31.000,choose-method,0.00
1403,910563,2021-05-01 04:25:10.000,accept-method,0.00
1404,910563,2021-05-01 04:29:24.000,make-payment,2238.07
1405,910563,2021-05-13 22:27:53.000,open-paystation,0.00
1406,910563,2021-05-13 22:31:08.000,choose-method,0.00
1407,910563,2021-05-13 22:32:47.000,accept-method,0.00
